Account,account,msemr_telecom3system,Phone,935000000
Account,account,msemr_telecom3system,Email,935000001
Account,account,msemr_telecom3system,Fax,935000002
Account,account,msemr_telecom3system,Pager,935000003
Account,account,msemr_telecom3system,SMS,935000004
Account,account,msemr_telecom3system,Skype,935000005
Account,account,msemr_telecom1system,Phone,935000000
Account,account,msemr_telecom1system,Email,935000001
Account,account,msemr_telecom1system,Fax,935000002
Account,account,msemr_telecom1system,Pager,935000003
Account,account,msemr_telecom1system,SMS,935000004
Account,account,msemr_telecom1system,Skype,935000005
Account,account,msemr_accounttype,Practice,935000000
Account,account,msemr_accounttype,Organization,935000001
Account,account,msemr_telecom2use,Home,935000000
Account,account,msemr_telecom2use,Work,935000001
Account,account,msemr_telecom2use,Temp,935000002
Account,account,msemr_telecom2use,Mobile,935000003
Account,account,msemr_telecom2use,Old,935000004
Account,account,msemr_telecom3use,Home,935000000
Account,account,msemr_telecom3use,Work,935000001
Account,account,msemr_telecom3use,Temp,935000002
Account,account,msemr_telecom3use,Mobile,935000003
Account,account,msemr_telecom3use,Old,935000004
Account,account,msemr_telecom2system,Phone,935000000
Account,account,msemr_telecom2system,Email,935000001
Account,account,msemr_telecom2system,Fax,935000002
Account,account,msemr_telecom2system,Pager,935000003
Account,account,msemr_telecom2system,SMS,935000004
Account,account,msemr_telecom2system,Skype,935000005
Account,account,msemr_telecom1use,Home,935000000
Account,account,msemr_telecom1use,Work,935000001
Account,account,msemr_telecom1use,Temp,935000002
Account,account,msemr_telecom1use,Mobile,935000003
Account,account,msemr_telecom1use,Old,935000004
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_producttype,Medication,935000000
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_producttype,Substance,935000001
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_producttype,Codeable Concept,935000002
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_timingtype,Timing,935000000
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_timingtype,Date Time,935000001
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_timingtype,Period,935000002
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_timingtype,Range,935000003
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_status,Draft,935000000
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_status,Active,935000001
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_status,Retired,935000002
Activity Definition,msemr_identifiesspecifictimeswhentheeventoccu,msemr_status,Unknown,935000003
Activity Definition Contributor,msemr_activitydefinitioncontributor,msemr_type,Author,935000000
Activity Definition Contributor,msemr_activitydefinitioncontributor,msemr_type,Editor,935000001
Activity Definition Contributor,msemr_activitydefinitioncontributor,msemr_type,Reviewer,935000002
Activity Definition Contributor,msemr_activitydefinitioncontributor,msemr_type,Endorser,935000003
Activity Definition Participant,msemr_activitydefinitionparticipant,msemr_type,Patient,935000000
Activity Definition Participant,msemr_activitydefinitionparticipant,msemr_type,Practitioner,935000001
